,epoch,time,train_auc,test_auc
0,0,1.076946496963501,0.5469866690068675,0.7585411691497816
1,100,22.814000844955444,0.8263179236062701,0.8240483065241389
2,200,44.58199644088745,0.8479754167476656,0.8459296087967363
3,300,67.08858132362366,0.8614302970981922,0.8598733068743739
4,400,88.93941831588745,0.8690722238800364,0.868000079874526
5,500,112.02490186691284,0.8735849936583447,0.8728845639551357
6,600,144.7909243106842,0.8767367065656458,0.8763055668989929
7,700,174.58511686325073,0.8791680390066486,0.8789358434007646
8,800,207.7498800754547,0.8811674712912668,0.8810844786023044
9,900,233.11152124404907,0.8828617591376173,0.8828672173827042
10,1000,254.30561208724976,0.8843077772673635,0.8844014042025292
11,1100,274.0354917049408,0.8855868394040289,0.8857332805575995
12,1200,295.2176036834717,0.8867167188981327,0.8869071538092725
13,1300,315.91164565086365,0.8877243053586472,0.8879650103575514
14,1400,335.92049503326416,0.8886240109349701,0.8888991450289293
15,1500,355.9043912887573,0.8894426710647583,0.8897428876648431
16,1600,375.09480023384094,0.89018030896429,0.8904875398876027
17,1700,395.3736343383789,0.8908457674558551,0.8911653546962144
18,1800,416.8112590312958,0.8914514027584652,0.8917748788761363
19,1900,441.57154846191406,0.8919965570775803,0.8923198552389221
20,2000,468.9174072742462,0.8924872434291742,0.892809588539553
21,2100,495.63496446609497,0.8929403916390033,0.8932638278591054
22,2200,517.7877252101898,0.8933525708571122,0.8936684696981768
23,2300,539.002274274826,0.8937260201645241,0.8940379730187198
24,2400,557.6127893924713,0.8940638247466123,0.8943716059860729
25,2500,574.5305321216583,0.894372686368929,0.8946828552675682
26,2600,591.7277417182922,0.894658576774064,0.8949627611159937
27,2700,610.0542984008789,0.8949178871205997,0.8952224160538597
28,2800,629.2926156520844,0.8951574249371302,0.8954619037194138
29,2900,655.2880511283875,0.8953808300201126,0.8956866605987117
30,3000,675.2345175743103,0.8955880481982313,0.8958849041537054
31,3100,694.3086495399475,0.8957795799112539,0.8960652804881797
32,3200,716.5123128890991,0.8959585903117339,0.896233236542972
33,3300,738.9630060195923,0.896123830879837,0.8963915219254528
34,3400,759.2787687778473,0.8962793257703986,0.8965337174001636
35,3500,778.800546169281,0.8964214867786908,0.8966696818254716
36,3600,803.6406834125519,0.8965565642426395,0.8967986729119347
37,3700,823.8251967430115,0.8966816587070948,0.8969244439258872
38,3800,841.6497106552124,0.8968041323117347,0.8970309990525878
39,3900,859.2985601425171,0.8969168860346969,0.8971317831402439
40,4000,877.7992832660675,0.8970198837617717,0.8972236806641545
41,4100,895.9995806217194,0.8971165305470498,0.897317219588663
42,4200,916.0024411678314,0.8972108557045387,0.8973991955255212
43,4300,936.1944408416748,0.8972991936419179,0.8974721489864821
44,4400,954.6966626644135,0.8973809407359621,0.897547935693061
45,4500,975.3198394775391,0.8974626723524879,0.8976219241773291
46,4600,995.3870763778687,0.897535930027583,0.8976904866303218
47,4700,1014.8369927406311,0.8976052460946092,0.8977513648193697
48,4800,1033.8457474708557,0.8976709223651794,0.8978097756801305
49,4900,1052.9074018001556,0.8977354352422685,0.8978587458737595
50,5000,1070.6934885978699,0.8977975852181855,0.8979103297626074
51,5100,1088.2899372577667,0.8978537402352336,0.8979623945713759
52,5200,1105.9712240695953,0.8979092322985683,0.8980069737570364
53,5300,1123.7338559627533,0.8979606305582349,0.898052201139111
54,5400,1142.0120038986206,0.8980094389131232,0.8980934347948909
55,5500,1160.221783399582,0.8980575894734714,0.898135651200073
56,5600,1177.556231021881,0.8981016281730462,0.898173016586928
57,5700,1194.4430329799652,0.8981442867938795,0.898208521022787
58,5800,1212.3473942279816,0.8981873117159863,0.8982417254068531
59,5900,1230.327611207962,0.8982276770844814,0.8982755361682098
60,6000,1248.7699465751648,0.8982668945370137,0.8983051859267775
61,6100,1266.5076260566711,0.8983037594067199,0.8983332570134328
62,6200,1284.2852294445038,0.8983386663703239,0.8983640045239928
63,6300,1301.6101949214935,0.8983722448469149,0.8983949715849511
64,6400,1319.3309063911438,0.8984049049907362,0.8984183693845543
65,6500,1336.2780930995941,0.898436566834608,0.8984430008483009
66,6600,1357.3005094528198,0.8984684402045675,0.8984654577176252
67,6700,1374.2591738700867,0.8984966995739349,0.8984876218530848
68,6800,1391.4284369945526,0.898524891874055,0.8985094723451181
69,6900,1408.5512883663177,0.8985502079353033,0.8985319292144424
70,7000,1425.698593378067,0.8985743219092737,0.8985500787140452
71,7100,1442.6482758522034,0.8986007600906197,0.8985706014489072
72,7200,1459.9767348766327,0.8986244690695203,0.8985913228246057
73,7300,1479.6921434402466,0.8986457764534523,0.8986078936522961
74,7400,1505.419088602066,0.8986690443230733,0.8986227917150461
75,7500,1528.1377711296082,0.8986897996755087,0.8986359124650471
76,7600,1546.2951505184174,0.89870971924194,0.8986509778042912
77,7700,1563.5138194561005,0.8987309595566249,0.8986634503578775
78,7800,1581.1327242851257,0.8987494113383763,0.8986794252630579
79,7900,1597.6562192440033,0.8987686808490266,0.8986962574602703
80,8000,1615.0979623794556,0.8987889770350768,0.8987080609078805
81,8100,1633.4300084114075,0.8988056231063256,0.8987196238955308
82,8200,1655.1685585975647,0.8988228392661757,0.8987270572447345
83,8300,1676.8781650066376,0.8988382445563503,0.8987380765837792
84,8400,1694.7391085624695,0.8988538691113717,0.8987495977523057
85,8500,1711.7072553634644,0.8988686114478331,0.8987614116546969
86,8600,1732.5405337810516,0.8988840399542857,0.8987715946112713
87,8700,1757.9745364189148,0.898896796009194,0.8987825407668498
88,8800,1776.843059539795,0.8989102898258222,0.8987934869224282
89,8900,1794.877173423767,0.8989252411087847,0.8988002407108748
90,9000,1812.8613827228546,0.8989391270225504,0.8988076113313935
91,9100,1832.4570190906525,0.8989527085451173,0.8988157660604775
92,9200,1851.8086214065552,0.8989657973666756,0.8988214952803983
